name,mos,dataset
biscuits_geo_26_col_50.ply,47.48677611,WPC2
biscuits_geo_32_col_26.ply,85.15945341,WPC2
biscuits_geo_32_col_32.ply,83.55741403,WPC2
biscuits_geo_32_col_38.ply,76.27075719,WPC2
biscuits_geo_32_col_44.ply,63.75379499,WPC2
biscuits_geo_32_col_50.ply,47.7863712,WPC2
biscuits_geo_38_col_26.ply,79.53568169,WPC2
biscuits_geo_38_col_32.ply,83.43605883,WPC2
biscuits_geo_38_col_38.ply,77.0382203,WPC2
biscuits_geo_38_col_44.ply,67.78999898,WPC2
biscuits_geo_38_col_50.ply,50.85182184,WPC2
biscuits_geo_44_col_26.ply,73.07764118,WPC2
biscuits_geo_44_col_32.ply,64.59484699,WPC2
biscuits_geo_44_col_38.ply,58.470167,WPC2
biscuits_geo_44_col_44.ply,56.95202811,WPC2
biscuits_geo_44_col_50.ply,43.2095155,WPC2
biscuits_geo_50_col_26.ply,53.33530414,WPC2
biscuits_geo_50_col_32.ply,49.29487196,WPC2
biscuits_geo_50_col_38.ply,51.49897868,WPC2
biscuits_geo_50_col_44.ply,42.73195124,WPC2
biscuits_geo_50_col_50.ply,36.6391662,WPC2
cake_geo_26_col_26.ply,86.93593505,WPC2
cake_geo_26_col_32.ply,85.47863801,WPC2
cake_geo_26_col_38.ply,81.6946559,WPC2
cake_geo_26_col_44.ply,69.56396174,WPC2
cake_geo_26_col_50.ply,54.74608311,WPC2
cake_geo_32_col_26.ply,84.71847991,WPC2
cake_geo_32_col_32.ply,80.98232285,WPC2
cake_geo_32_col_38.ply,77.20122353,WPC2
cake_geo_32_col_44.ply,70.82885252,WPC2
cake_geo_32_col_50.ply,48.45050687,WPC2
cake_geo_38_col_26.ply,81.33226738,WPC2
cake_geo_38_col_32.ply,77.72779233,WPC2
cake_geo_38_col_38.ply,73.52551856,WPC2
cake_geo_38_col_44.ply,64.02248411,WPC2
cake_geo_38_col_50.ply,52.23505805,WPC2
cake_geo_44_col_26.ply,62.28396019,WPC2
cake_geo_44_col_32.ply,59.56320216,WPC2
cake_geo_44_col_38.ply,58.62467151,WPC2
cake_geo_44_col_44.ply,47.28069825,WPC2
cake_geo_44_col_50.ply,46.63116283,WPC2
cake_geo_50_col_26.ply,29.91315085,WPC2
cake_geo_50_col_32.ply,39.5743814,WPC2
cake_geo_50_col_38.ply,26.88251262,WPC2
cake_geo_50_col_44.ply,27.71117768,WPC2
cake_geo_50_col_50.ply,27.05130824,WPC2
cauliflower_geo_26_col_26.ply,87.20621668,WPC2
cauliflower_geo_26_col_32.ply,89.47069544,WPC2
cauliflower_geo_26_col_38.ply,78.97371118,WPC2
cauliflower_geo_26_col_44.ply,58.22488108,WPC2
cauliflower_geo_26_col_50.ply,41.74612013,WPC2
cauliflower_geo_32_col_26.ply,86.61105975,WPC2
cauliflower_geo_32_col_32.ply,85.04592101,WPC2
cauliflower_geo_32_col_38.ply,81.66321717,WPC2
cauliflower_geo_32_col_44.ply,65.38341444,WPC2
cauliflower_geo_32_col_50.ply,44.40441316,WPC2
cauliflower_geo_38_col_26.ply,81.93663428,WPC2
cauliflower_geo_38_col_32.ply,75.58424576,WPC2
cauliflower_geo_38_col_38.ply,70.5368655,WPC2
cauliflower_geo_38_col_44.ply,63.45693263,WPC2
cauliflower_geo_38_col_50.ply,40.83049936,WPC2
cauliflower_geo_44_col_26.ply,54.73559138,WPC2
cauliflower_geo_44_col_32.ply,55.73359505,WPC2
cauliflower_geo_44_col_38.ply,49.52146992,WPC2
cauliflower_geo_44_col_44.ply,40.66558716,WPC2
cauliflower_geo_44_col_50.ply,30.08829305,WPC2
cauliflower_geo_50_col_26.ply,36.29626352,WPC2
cauliflower_geo_50_col_32.ply,28.65014645,WPC2
cauliflower_geo_50_col_38.ply,25.68950851,WPC2
cauliflower_geo_50_col_44.ply,26.45332869,WPC2
cauliflower_geo_50_col_50.ply,21.3149532,WPC2
flowerpot_geo_26_col_26.ply,86.7946709,WPC2
flowerpot_geo_26_col_32.ply,86.66088587,WPC2
flowerpot_geo_26_col_38.ply,85.7233513,WPC2
flowerpot_geo_26_col_44.ply,80.80124628,WPC2
flowerpot_geo_26_col_50.ply,64.47383213,WPC2
flowerpot_geo_32_col_26.ply,81.89446911,WPC2
flowerpot_geo_32_col_32.ply,80.89103366,WPC2
flowerpot_geo_32_col_38.ply,72.65340567,WPC2
flowerpot_geo_32_col_44.ply,76.04629405,WPC2
flowerpot_geo_32_col_50.ply,60.74870466,WPC2
flowerpot_geo_38_col_26.ply,65.14095839,WPC2
flowerpot_geo_38_col_32.ply,62.0622075,WPC2
flowerpot_geo_38_col_38.ply,59.18671483,WPC2
flowerpot_geo_38_col_44.ply,53.24044181,WPC2
flowerpot_geo_38_col_50.ply,45.49946523,WPC2
flowerpot_geo_44_col_26.ply,36.43043802,WPC2
flowerpot_geo_44_col_32.ply,37.77810687,WPC2
flowerpot_geo_44_col_38.ply,41.18511639,WPC2
flowerpot_geo_44_col_44.ply,40.79568423,WPC2
flowerpot_geo_44_col_50.ply,31.62238645,WPC2
flowerpot_geo_50_col_26.ply,24.57202116,WPC2
flowerpot_geo_50_col_32.ply,26.37969306,WPC2
flowerpot_geo_50_col_38.ply,24.17151636,WPC2
flowerpot_geo_50_col_44.ply,26.79966162,WPC2
flowerpot_geo_50_col_50.ply,20.03116253,WPC2
house_geo_26_col_26.ply,88.98964813,WPC2
house_geo_26_col_32.ply,89.12050798,WPC2
house_geo_26_col_38.ply,83.22674795,WPC2
house_geo_26_col_44.ply,66.31566123,WPC2
house_geo_26_col_50.ply,31.09675568,WPC2
house_geo_32_col_26.ply,92.2348361,WPC2
house_geo_32_col_32.ply,89.93803659,WPC2
house_geo_32_col_38.ply,83.85605946,WPC2
house_geo_32_col_44.ply,60.82084148,WPC2
house_geo_32_col_50.ply,28.31897294,WPC2
house_geo_38_col_26.ply,81.10341129,WPC2
house_geo_38_col_32.ply,82.85094578,WPC2
house_geo_38_col_38.ply,79.68404118,WPC2
house_geo_38_col_44.ply,52.17337422,WPC2
house_geo_38_col_50.ply,25.57062624,WPC2
house_geo_44_col_26.ply,61.50579909,WPC2
house_geo_44_col_32.ply,64.88505391,WPC2
house_geo_44_col_38.ply,63.12681981,WPC2
house_geo_44_col_44.ply,47.90977713,WPC2
house_geo_44_col_50.ply,16.5009565,WPC2
house_geo_50_col_26.ply,37.45244352,WPC2
house_geo_50_col_32.ply,36.76077005,WPC2
house_geo_50_col_38.ply,33.84180963,WPC2
house_geo_50_col_44.ply,32.2589735,WPC2
house_geo_50_col_50.ply,15.25649469,WPC2
litchi_geo_26_col_26.ply,92.98218434,WPC2
litchi_geo_26_col_32.ply,93.13624992,WPC2
litchi_geo_26_col_38.ply,89.17895455,WPC2
litchi_geo_26_col_44.ply,56.66911015,WPC2
litchi_geo_26_col_50.ply,30.54403914,WPC2
litchi_geo_32_col_26.ply,91.58295768,WPC2
litchi_geo_32_col_32.ply,89.97410704,WPC2
litchi_geo_32_col_38.ply,83.20244082,WPC2
litchi_geo_32_col_44.ply,59.13853829,WPC2
litchi_geo_32_col_50.ply,31.64068603,WPC2
litchi_geo_38_col_26.ply,85.63865457,WPC2
litchi_geo_38_col_32.ply,85.18595553,WPC2
litchi_geo_38_col_38.ply,77.54700012,WPC2
litchi_geo_38_col_44.ply,49.19948552,WPC2
litchi_geo_38_col_50.ply,30.97987417,WPC2
litchi_geo_44_col_26.ply,63.65609857,WPC2
litchi_geo_44_col_32.ply,61.31218857,WPC2
litchi_geo_44_col_38.ply,66.80431656,WPC2
litchi_geo_44_col_44.ply,46.43992575,WPC2
litchi_geo_44_col_50.ply,25.05668561,WPC2
litchi_geo_50_col_32.ply,42.48636751,WPC2
litchi_geo_50_col_38.ply,40.96871112,WPC2
litchi_geo_50_col_44.ply,32.14833634,WPC2
litchi_geo_50_col_50.ply,20.22086654,WPC2
mushroom_geo_26_col_26.ply,82.99466308,WPC2
mushroom_geo_26_col_32.ply,78.35711357,WPC2
mushroom_geo_26_col_38.ply,74.37854846,WPC2
mushroom_geo_26_col_44.ply,45.34390773,WPC2
mushroom_geo_26_col_50.ply,29.57189469,WPC2
mushroom_geo_32_col_26.ply,74.42413174,WPC2
mushroom_geo_32_col_32.ply,75.48057846,WPC2
mushroom_geo_32_col_38.ply,66.97971081,WPC2
mushroom_geo_32_col_44.ply,38.57224134,WPC2
mushroom_geo_32_col_50.ply,26.30610262,WPC2
mushroom_geo_38_col_26.ply,73.68149112,WPC2
mushroom_geo_38_col_32.ply,74.40943305,WPC2
mushroom_geo_38_col_38.ply,67.56815855,WPC2
mushroom_geo_38_col_44.ply,45.97990694,WPC2
mushroom_geo_38_col_50.ply,25.91678176,WPC2
mushroom_geo_44_col_26.ply,63.43660012,WPC2
mushroom_geo_44_col_32.ply,57.4635079,WPC2
mushroom_geo_44_col_38.ply,52.78441402,WPC2
mushroom_geo_44_col_44.ply,38.72230987,WPC2
mushroom_geo_44_col_50.ply,27.31978428,WPC2
mushroom_geo_50_col_26.ply,41.13785419,WPC2
mushroom_geo_50_col_32.ply,30.41046646,WPC2
mushroom_geo_50_col_38.ply,34.62786549,WPC2
mushroom_geo_50_col_44.ply,22.99801833,WPC2
mushroom_geo_50_col_50.ply,18.17341616,WPC2
ping-pong_bat_geo_26_col_26.ply,88.12212138,WPC2
ping-pong_bat_geo_26_col_32.ply,82.48026711,WPC2
ping-pong_bat_geo_26_col_38.ply,71.1177798,WPC2
ping-pong_bat_geo_26_col_44.ply,45.85674466,WPC2
ping-pong_bat_geo_26_col_50.ply,28.66016866,WPC2
ping-pong_bat_geo_32_col_26.ply,86.33896639,WPC2
ping-pong_bat_geo_32_col_32.ply,80.70324182,WPC2
ping-pong_bat_geo_32_col_38.ply,68.26001916,WPC2
ping-pong_bat_geo_32_col_44.ply,45.0583743,WPC2
ping-pong_bat_geo_32_col_50.ply,29.04854047,WPC2
ping-pong_bat_geo_38_col_26.ply,82.84626296,WPC2
ping-pong_bat_geo_38_col_32.ply,79.26610718,WPC2
ping-pong_bat_geo_38_col_38.ply,66.34291826,WPC2
ping-pong_bat_geo_38_col_44.ply,51.57256258,WPC2
ping-pong_bat_geo_38_col_50.ply,28.41275306,WPC2
ping-pong_bat_geo_44_col_26.ply,51.42018633,WPC2
ping-pong_bat_geo_44_col_32.ply,43.61665827,WPC2
ping-pong_bat_geo_44_col_38.ply,44.45107321,WPC2
ping-pong_bat_geo_44_col_44.ply,37.37478415,WPC2
ping-pong_bat_geo_44_col_50.ply,21.7031562,WPC2
ping-pong_bat_geo_50_col_26.ply,24.19656458,WPC2
ping-pong_bat_geo_50_col_32.ply,21.16586693,WPC2
ping-pong_bat_geo_50_col_38.ply,22.56857876,WPC2
ping-pong_bat_geo_50_col_44.ply,22.35504578,WPC2
ping-pong_bat_geo_50_col_50.ply,10.82306706,WPC2
puer_tea_geo_26_col_26.ply,86.67226612,WPC2
puer_tea_geo_26_col_32.ply,81.66017563,WPC2
puer_tea_geo_26_col_38.ply,75.12271305,WPC2
puer_tea_geo_26_col_44.ply,55.39273891,WPC2
puer_tea_geo_26_col_50.ply,18.1811391,WPC2
puer_tea_geo_32_col_26.ply,81.12961991,WPC2
puer_tea_geo_32_col_32.ply,75.92010895,WPC2
puer_tea_geo_32_col_38.ply,73.91892262,WPC2
puer_tea_geo_32_col_44.ply,49.48634467,WPC2
puer_tea_geo_32_col_50.ply,18.13220337,WPC2
puer_tea_geo_38_col_26.ply,80.1507659,WPC2
puer_tea_geo_38_col_32.ply,77.94104952,WPC2
puer_tea_geo_38_col_38.ply,72.24746916,WPC2
puer_tea_geo_38_col_44.ply,49.62965252,WPC2
puer_tea_geo_38_col_50.ply,19.95106733,WPC2
puer_tea_geo_44_col_26.ply,66.71091631,WPC2
puer_tea_geo_44_col_32.ply,75.22337865,WPC2
puer_tea_geo_44_col_38.ply,58.3335462,WPC2
puer_tea_geo_44_col_44.ply,38.83122794,WPC2
puer_tea_geo_44_col_50.ply,20.41247997,WPC2
puer_tea_geo_50_col_26.ply,50.14383395,WPC2
puer_tea_geo_50_col_32.ply,51.09350177,WPC2
puer_tea_geo_50_col_38.ply,43.76342926,WPC2
puer_tea_geo_50_col_44.ply,36.0202386,WPC2
puer_tea_geo_50_col_50.ply,15.18912318,WPC2
pumpkin_geo_26_col_26.ply,85.67973069,WPC2
pumpkin_geo_26_col_32.ply,84.05750207,WPC2
pumpkin_geo_26_col_38.ply,82.6893022,WPC2
pumpkin_geo_26_col_44.ply,60.5164131,WPC2
pumpkin_geo_26_col_50.ply,38.40692664,WPC2
pumpkin_geo_32_col_26.ply,85.03212734,WPC2
pumpkin_geo_32_col_32.ply,88.57197009,WPC2
pumpkin_geo_32_col_38.ply,77.805249,WPC2
pumpkin_geo_32_col_44.ply,64.85316598,WPC2
pumpkin_geo_32_col_50.ply,39.60269885,WPC2
pumpkin_geo_38_col_26.ply,86.04153801,WPC2
pumpkin_geo_38_col_32.ply,84.47082417,WPC2
pumpkin_geo_38_col_38.ply,81.52068739,WPC2
pumpkin_geo_38_col_44.ply,61.82718235,WPC2
pumpkin_geo_38_col_50.ply,39.4965434,WPC2
pumpkin_geo_44_col_26.ply,78.14914776,WPC2
pumpkin_geo_44_col_32.ply,72.98195103,WPC2
pumpkin_geo_44_col_38.ply,74.21746371,WPC2
pumpkin_geo_44_col_44.ply,57.82208591,WPC2
pumpkin_geo_44_col_50.ply,37.6364266,WPC2
pumpkin_geo_50_col_26.ply,53.41313259,WPC2
pumpkin_geo_50_col_32.ply,57.08040623,WPC2
pumpkin_geo_50_col_38.ply,49.04280453,WPC2
pumpkin_geo_50_col_44.ply,43.3628843,WPC2
pumpkin_geo_50_col_50.ply,29.59684841,WPC2
ship_geo_26_col_26.ply,81.03591012,WPC2
ship_geo_26_col_32.ply,82.46863047,WPC2
ship_geo_26_col_38.ply,80.05489138,WPC2
ship_geo_26_col_44.ply,79.04653867,WPC2
ship_geo_26_col_50.ply,63.23731563,WPC2
ship_geo_32_col_26.ply,80.69884336,WPC2
ship_geo_32_col_32.ply,82.19371274,WPC2
ship_geo_32_col_38.ply,77.293123,WPC2
ship_geo_32_col_44.ply,68.03987981,WPC2
ship_geo_32_col_50.ply,60.57968077,WPC2
ship_geo_38_col_26.ply,69.57767463,WPC2
ship_geo_38_col_32.ply,72.14706606,WPC2
ship_geo_38_col_38.ply,61.37845094,WPC2
ship_geo_38_col_44.ply,61.76673737,WPC2
ship_geo_38_col_50.ply,53.25120495,WPC2
ship_geo_44_col_26.ply,44.51664178,WPC2
ship_geo_44_col_32.ply,45.03456614,WPC2
ship_geo_44_col_38.ply,40.74432617,WPC2
ship_geo_44_col_44.ply,38.3380561,WPC2
ship_geo_44_col_50.ply,38.16617045,WPC2
ship_geo_50_col_26.ply,24.81581519,WPC2
ship_geo_50_col_32.ply,30.6737526,WPC2
ship_geo_50_col_38.ply,29.95712447,WPC2
ship_geo_50_col_44.ply,23.51214544,WPC2
ship_geo_50_col_50.ply,27.49962903,WPC2
statue_geo_26_col_26.ply,81.87947124,WPC2
statue_geo_26_col_32.ply,84.80426119,WPC2
statue_geo_26_col_38.ply,79.17327714,WPC2
statue_geo_26_col_44.ply,71.35117055,WPC2
statue_geo_26_col_50.ply,41.23831438,WPC2
statue_geo_32_col_26.ply,76.88372118,WPC2
statue_geo_32_col_32.ply,78.68848886,WPC2
statue_geo_32_col_38.ply,80.21596785,WPC2
statue_geo_32_col_44.ply,69.98510135,WPC2
statue_geo_32_col_50.ply,41.83336986,WPC2
statue_geo_38_col_26.ply,54.77981963,WPC2
statue_geo_38_col_32.ply,54.72991402,WPC2
statue_geo_38_col_38.ply,55.67033766,WPC2
statue_geo_38_col_44.ply,52.68969682,WPC2
statue_geo_38_col_50.ply,34.63512682,WPC2
statue_geo_44_col_26.ply,39.86744946,WPC2
statue_geo_44_col_32.ply,41.18727176,WPC2
statue_geo_44_col_38.ply,38.50552439,WPC2
statue_geo_44_col_44.ply,30.42103506,WPC2
statue_geo_44_col_50.ply,20.40827386,WPC2
statue_geo_50_col_26.ply,28.29287411,WPC2
statue_geo_50_col_32.ply,29.77626665,WPC2
statue_geo_50_col_38.ply,26.55386997,WPC2
statue_geo_50_col_44.ply,17.95693985,WPC2
statue_geo_50_col_50.ply,16.06830166,WPC2
stone_geo_26_col_26.ply,87.39980101,WPC2
stone_geo_26_col_32.ply,90.76325098,WPC2
stone_geo_26_col_38.ply,85.36191982,WPC2
stone_geo_26_col_44.ply,59.33388396,WPC2
stone_geo_26_col_50.ply,26.06648207,WPC2
stone_geo_32_col_26.ply,83.91543597,WPC2
stone_geo_32_col_32.ply,89.27857468,WPC2
stone_geo_32_col_38.ply,82.12279867,WPC2
stone_geo_32_col_44.ply,55.29178344,WPC2
stone_geo_32_col_50.ply,27.92869224,WPC2
stone_geo_38_col_26.ply,85.24639584,WPC2
stone_geo_38_col_32.ply,83.18281459,WPC2
stone_geo_38_col_38.ply,78.24095426,WPC2
stone_geo_38_col_44.ply,54.95606618,WPC2
stone_geo_38_col_50.ply,20.49342708,WPC2
stone_geo_44_col_26.ply,75.68447917,WPC2
stone_geo_44_col_32.ply,66.21376263,WPC2
stone_geo_44_col_38.ply,63.71046191,WPC2
stone_geo_44_col_44.ply,49.26667976,WPC2
stone_geo_44_col_50.ply,24.22292802,WPC2
stone_geo_50_col_26.ply,46.76619852,WPC2
stone_geo_50_col_32.ply,48.21502754,WPC2
stone_geo_50_col_38.ply,42.39640721,WPC2
stone_geo_50_col_44.ply,33.70748599,WPC2
stone_geo_50_col_50.ply,15.43421221,WPC2
tool_box_geo_26_col_26.ply,85.44960598,WPC2
tool_box_geo_26_col_32.ply,81.78805044,WPC2
tool_box_geo_26_col_38.ply,69.15978983,WPC2
tool_box_geo_26_col_44.ply,44.9343366,WPC2
tool_box_geo_26_col_50.ply,23.30407018,WPC2
tool_box_geo_32_col_26.ply,82.295473,WPC2
tool_box_geo_32_col_32.ply,78.11393963,WPC2
tool_box_geo_32_col_38.ply,64.96890469,WPC2
tool_box_geo_32_col_44.ply,46.9673475,WPC2
tool_box_geo_32_col_50.ply,25.23663683,WPC2
tool_box_geo_38_col_26.ply,81.04672177,WPC2
tool_box_geo_38_col_32.ply,79.91908349,WPC2
tool_box_geo_38_col_38.ply,66.02469632,WPC2
tool_box_geo_38_col_44.ply,43.03233951,WPC2
tool_box_geo_38_col_50.ply,31.15258987,WPC2
tool_box_geo_44_col_26.ply,71.74018622,WPC2
tool_box_geo_44_col_32.ply,70.57745371,WPC2
tool_box_geo_44_col_38.ply,59.46581344,WPC2
tool_box_geo_44_col_44.ply,42.4070633,WPC2
tool_box_geo_44_col_50.ply,20.6574164,WPC2
tool_box_geo_50_col_26.ply,55.11571052,WPC2
tool_box_geo_50_col_32.ply,45.00512897,WPC2
tool_box_geo_50_col_38.ply,41.49849029,WPC2
tool_box_geo_50_col_44.ply,30.31900484,WPC2
tool_box_geo_50_col_50.ply,22.78500142,WPC2
