content,ply,geo_QP,col_QP,MOS
mushroom,mushroom_geo_50_col_26.ply,50,26,41.13785419
mushroom,mushroom_geo_50_col_32.ply,50,32,30.41046646
mushroom,mushroom_geo_50_col_38.ply,50,38,34.62786549
mushroom,mushroom_geo_50_col_44.ply,50,44,22.99801833
mushroom,mushroom_geo_50_col_50.ply,50,50,18.17341616
ping-pong_bat,ping-pong_bat_geo_26_col_26.ply,26,26,88.12212138
ping-pong_bat,ping-pong_bat_geo_26_col_32.ply,26,32,82.48026711
ping-pong_bat,ping-pong_bat_geo_26_col_38.ply,26,38,71.1177798
ping-pong_bat,ping-pong_bat_geo_26_col_44.ply,26,44,45.85674466
ping-pong_bat,ping-pong_bat_geo_26_col_50.ply,26,50,28.66016866
ping-pong_bat,ping-pong_bat_geo_32_col_26.ply,32,26,86.33896639
ping-pong_bat,ping-pong_bat_geo_32_col_32.ply,32,32,80.70324182
ping-pong_bat,ping-pong_bat_geo_32_col_38.ply,32,38,68.26001916
ping-pong_bat,ping-pong_bat_geo_32_col_44.ply,32,44,45.0583743
ping-pong_bat,ping-pong_bat_geo_32_col_50.ply,32,50,29.04854047
ping-pong_bat,ping-pong_bat_geo_38_col_26.ply,38,26,82.84626296
ping-pong_bat,ping-pong_bat_geo_38_col_32.ply,38,32,79.26610718
ping-pong_bat,ping-pong_bat_geo_38_col_38.ply,38,38,66.34291826
ping-pong_bat,ping-pong_bat_geo_38_col_44.ply,38,44,51.57256258
ping-pong_bat,ping-pong_bat_geo_38_col_50.ply,38,50,28.41275306
ping-pong_bat,ping-pong_bat_geo_44_col_26.ply,44,26,51.42018633
ping-pong_bat,ping-pong_bat_geo_44_col_32.ply,44,32,43.61665827
ping-pong_bat,ping-pong_bat_geo_44_col_38.ply,44,38,44.45107321
ping-pong_bat,ping-pong_bat_geo_44_col_44.ply,44,44,37.37478415
ping-pong_bat,ping-pong_bat_geo_44_col_50.ply,44,50,21.7031562
ping-pong_bat,ping-pong_bat_geo_50_col_26.ply,50,26,24.19656458
ping-pong_bat,ping-pong_bat_geo_50_col_32.ply,50,32,21.16586693
ping-pong_bat,ping-pong_bat_geo_50_col_38.ply,50,38,22.56857876
ping-pong_bat,ping-pong_bat_geo_50_col_44.ply,50,44,22.35504578
ping-pong_bat,ping-pong_bat_geo_50_col_50.ply,50,50,10.82306706
puer_tea,puer_tea_geo_26_col_26.ply,26,26,86.67226612
puer_tea,puer_tea_geo_26_col_32.ply,26,32,81.66017563
puer_tea,puer_tea_geo_26_col_38.ply,26,38,75.12271305
puer_tea,puer_tea_geo_26_col_44.ply,26,44,55.39273891
puer_tea,puer_tea_geo_26_col_50.ply,26,50,18.1811391
puer_tea,puer_tea_geo_32_col_26.ply,32,26,81.12961991
puer_tea,puer_tea_geo_32_col_32.ply,32,32,75.92010895
puer_tea,puer_tea_geo_32_col_38.ply,32,38,73.91892262
puer_tea,puer_tea_geo_32_col_44.ply,32,44,49.48634467
puer_tea,puer_tea_geo_32_col_50.ply,32,50,18.13220337
puer_tea,puer_tea_geo_38_col_26.ply,38,26,80.1507659
puer_tea,puer_tea_geo_38_col_32.ply,38,32,77.94104952
puer_tea,puer_tea_geo_38_col_38.ply,38,38,72.24746916
puer_tea,puer_tea_geo_38_col_44.ply,38,44,49.62965252
puer_tea,puer_tea_geo_38_col_50.ply,38,50,19.95106733
puer_tea,puer_tea_geo_44_col_26.ply,44,26,66.71091631
puer_tea,puer_tea_geo_44_col_32.ply,44,32,75.22337865
puer_tea,puer_tea_geo_44_col_38.ply,44,38,58.3335462
puer_tea,puer_tea_geo_44_col_44.ply,44,44,38.83122794
puer_tea,puer_tea_geo_44_col_50.ply,44,50,20.41247997
puer_tea,puer_tea_geo_50_col_26.ply,50,26,50.14383395
puer_tea,puer_tea_geo_50_col_32.ply,50,32,51.09350177
puer_tea,puer_tea_geo_50_col_38.ply,50,38,43.76342926
puer_tea,puer_tea_geo_50_col_44.ply,50,44,36.0202386
puer_tea,puer_tea_geo_50_col_50.ply,50,50,15.18912318
pumpkin,pumpkin_geo_26_col_26.ply,26,26,85.67973069
pumpkin,pumpkin_geo_26_col_32.ply,26,32,84.05750207
pumpkin,pumpkin_geo_26_col_38.ply,26,38,82.6893022
pumpkin,pumpkin_geo_26_col_44.ply,26,44,60.5164131
pumpkin,pumpkin_geo_26_col_50.ply,26,50,38.40692664
pumpkin,pumpkin_geo_32_col_26.ply,32,26,85.03212734
pumpkin,pumpkin_geo_32_col_32.ply,32,32,88.57197009
pumpkin,pumpkin_geo_32_col_38.ply,32,38,77.805249
pumpkin,pumpkin_geo_32_col_44.ply,32,44,64.85316598
pumpkin,pumpkin_geo_32_col_50.ply,32,50,39.60269885
pumpkin,pumpkin_geo_38_col_26.ply,38,26,86.04153801
pumpkin,pumpkin_geo_38_col_32.ply,38,32,84.47082417
pumpkin,pumpkin_geo_38_col_38.ply,38,38,81.52068739
pumpkin,pumpkin_geo_38_col_44.ply,38,44,61.82718235
pumpkin,pumpkin_geo_38_col_50.ply,38,50,39.4965434
pumpkin,pumpkin_geo_44_col_26.ply,44,26,78.14914776
pumpkin,pumpkin_geo_44_col_32.ply,44,32,72.98195103
pumpkin,pumpkin_geo_44_col_38.ply,44,38,74.21746371
pumpkin,pumpkin_geo_44_col_44.ply,44,44,57.82208591
pumpkin,pumpkin_geo_44_col_50.ply,44,50,37.6364266
pumpkin,pumpkin_geo_50_col_26.ply,50,26,53.41313259
pumpkin,pumpkin_geo_50_col_32.ply,50,32,57.08040623
pumpkin,pumpkin_geo_50_col_38.ply,50,38,49.04280453
pumpkin,pumpkin_geo_50_col_44.ply,50,44,43.3628843
pumpkin,pumpkin_geo_50_col_50.ply,50,50,29.59684841
ship,ship_geo_26_col_26.ply,26,26,81.03591012
ship,ship_geo_26_col_32.ply,26,32,82.46863047
ship,ship_geo_26_col_38.ply,26,38,80.05489138
ship,ship_geo_26_col_44.ply,26,44,79.04653867
ship,ship_geo_26_col_50.ply,26,50,63.23731563
ship,ship_geo_32_col_26.ply,32,26,80.69884336
ship,ship_geo_32_col_32.ply,32,32,82.19371274
ship,ship_geo_32_col_38.ply,32,38,77.293123
ship,ship_geo_32_col_44.ply,32,44,68.03987981
ship,ship_geo_32_col_50.ply,32,50,60.57968077
ship,ship_geo_38_col_26.ply,38,26,69.57767463
ship,ship_geo_38_col_32.ply,38,32,72.14706606
ship,ship_geo_38_col_38.ply,38,38,61.37845094
ship,ship_geo_38_col_44.ply,38,44,61.76673737
ship,ship_geo_38_col_50.ply,38,50,53.25120495
ship,ship_geo_44_col_26.ply,44,26,44.51664178
ship,ship_geo_44_col_32.ply,44,32,45.03456614
ship,ship_geo_44_col_38.ply,44,38,40.74432617
ship,ship_geo_44_col_44.ply,44,44,38.3380561
ship,ship_geo_44_col_50.ply,44,50,38.16617045
ship,ship_geo_50_col_26.ply,50,26,24.81581519
ship,ship_geo_50_col_32.ply,50,32,30.6737526
ship,ship_geo_50_col_38.ply,50,38,29.95712447
ship,ship_geo_50_col_44.ply,50,44,23.51214544
ship,ship_geo_50_col_50.ply,50,50,27.49962903
statue,statue_geo_26_col_26.ply,26,26,81.87947124
statue,statue_geo_26_col_32.ply,26,32,84.80426119
statue,statue_geo_26_col_38.ply,26,38,79.17327714
statue,statue_geo_26_col_44.ply,26,44,71.35117055
statue,statue_geo_26_col_50.ply,26,50,41.23831438
statue,statue_geo_32_col_26.ply,32,26,76.88372118
statue,statue_geo_32_col_32.ply,32,32,78.68848886
statue,statue_geo_32_col_38.ply,32,38,80.21596785
statue,statue_geo_32_col_44.ply,32,44,69.98510135
statue,statue_geo_32_col_50.ply,32,50,41.83336986
statue,statue_geo_38_col_26.ply,38,26,54.77981963
statue,statue_geo_38_col_32.ply,38,32,54.72991402
statue,statue_geo_38_col_38.ply,38,38,55.67033766
statue,statue_geo_38_col_44.ply,38,44,52.68969682
statue,statue_geo_38_col_50.ply,38,50,34.63512682
statue,statue_geo_44_col_26.ply,44,26,39.86744946
statue,statue_geo_44_col_32.ply,44,32,41.18727176
statue,statue_geo_44_col_38.ply,44,38,38.50552439
statue,statue_geo_44_col_44.ply,44,44,30.42103506
statue,statue_geo_44_col_50.ply,44,50,20.40827386
statue,statue_geo_50_col_26.ply,50,26,28.29287411
statue,statue_geo_50_col_32.ply,50,32,29.77626665
statue,statue_geo_50_col_38.ply,50,38,26.55386997
statue,statue_geo_50_col_44.ply,50,44,17.95693985
statue,statue_geo_50_col_50.ply,50,50,16.06830166
stone,stone_geo_26_col_26.ply,26,26,87.39980101
stone,stone_geo_26_col_32.ply,26,32,90.76325098
stone,stone_geo_26_col_38.ply,26,38,85.36191982
stone,stone_geo_26_col_44.ply,26,44,59.33388396
stone,stone_geo_26_col_50.ply,26,50,26.06648207
stone,stone_geo_32_col_26.ply,32,26,83.91543597
stone,stone_geo_32_col_32.ply,32,32,89.27857468
stone,stone_geo_32_col_38.ply,32,38,82.12279867
stone,stone_geo_32_col_44.ply,32,44,55.29178344
stone,stone_geo_32_col_50.ply,32,50,27.92869224
stone,stone_geo_38_col_26.ply,38,26,85.24639584
stone,stone_geo_38_col_32.ply,38,32,83.18281459
stone,stone_geo_38_col_38.ply,38,38,78.24095426
stone,stone_geo_38_col_44.ply,38,44,54.95606618
stone,stone_geo_38_col_50.ply,38,50,20.49342708
stone,stone_geo_44_col_26.ply,44,26,75.68447917
stone,stone_geo_44_col_32.ply,44,32,66.21376263
stone,stone_geo_44_col_38.ply,44,38,63.71046191
stone,stone_geo_44_col_44.ply,44,44,49.26667976
stone,stone_geo_44_col_50.ply,44,50,24.22292802
stone,stone_geo_50_col_26.ply,50,26,46.76619852
stone,stone_geo_50_col_32.ply,50,32,48.21502754
stone,stone_geo_50_col_38.ply,50,38,42.39640721
stone,stone_geo_50_col_44.ply,50,44,33.70748599
stone,stone_geo_50_col_50.ply,50,50,15.43421221
tool_box,tool_box_geo_26_col_26.ply,26,26,85.44960598
tool_box,tool_box_geo_26_col_32.ply,26,32,81.78805044
tool_box,tool_box_geo_26_col_38.ply,26,38,69.15978983
tool_box,tool_box_geo_26_col_44.ply,26,44,44.9343366
tool_box,tool_box_geo_26_col_50.ply,26,50,23.30407018
tool_box,tool_box_geo_32_col_26.ply,32,26,82.295473
tool_box,tool_box_geo_32_col_32.ply,32,32,78.11393963
tool_box,tool_box_geo_32_col_38.ply,32,38,64.96890469
tool_box,tool_box_geo_32_col_44.ply,32,44,46.9673475
tool_box,tool_box_geo_32_col_50.ply,32,50,25.23663683
tool_box,tool_box_geo_38_col_26.ply,38,26,81.04672177
tool_box,tool_box_geo_38_col_32.ply,38,32,79.91908349
tool_box,tool_box_geo_38_col_38.ply,38,38,66.02469632
tool_box,tool_box_geo_38_col_44.ply,38,44,43.03233951
tool_box,tool_box_geo_38_col_50.ply,38,50,31.15258987
tool_box,tool_box_geo_44_col_26.ply,44,26,71.74018622
tool_box,tool_box_geo_44_col_32.ply,44,32,70.57745371
tool_box,tool_box_geo_44_col_38.ply,44,38,59.46581344
tool_box,tool_box_geo_44_col_44.ply,44,44,42.4070633
tool_box,tool_box_geo_44_col_50.ply,44,50,20.6574164
tool_box,tool_box_geo_50_col_26.ply,50,26,55.11571052
tool_box,tool_box_geo_50_col_32.ply,50,32,45.00512897
tool_box,tool_box_geo_50_col_38.ply,50,38,41.49849029
tool_box,tool_box_geo_50_col_44.ply,50,44,30.31900484
tool_box,tool_box_geo_50_col_50.ply,50,50,22.78500142
